Subsystem,Tag,NodeId pattern,Implementation status,Control owner,Normal authority,Multiplicity,Authoritative/current source,Production exposure,Allowed states,Alarm class,Interlock relevance,DCS access,Poll ms,History rate
Management Network,TxErrors,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.TxErrors,REQUIRED PRODUCTION,Slow Controls,Read-only; network assignment owned externally,per interface; baseline instance eth0,Linux rtnetlink/sysfs plus HWDB/network inventory,Baseline DCS,All states,Network health,No,Read-Only,30000,10000
Management Network,TxDropped,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.TxDropped,REQUIRED PRODUCTION,Slow Controls,Read-only; network assignment owned externally,per interface; baseline instance eth0,Linux rtnetlink/sysfs plus HWDB/network inventory,Baseline DCS,All states,Network health,No,Read-Only,30000,10000
Management Network,LinkChangeCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.LinkChangeCount,REQUIRED PRODUCTION,Slow Controls,Read-only; network assignment owned externally,per interface; baseline instance eth0,Linux rtnetlink/sysfs plus HWDB/network inventory,Baseline DCS,All states,Network health,No,Read-Only,30000,On-Change
Management Network,ConfigurationMatch,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Network.Interfaces.{Interface}.ConfigurationMatch,REQUIRED PRODUCTION,Slow Controls,Read-only; network assignment owned externally,per interface; baseline instance eth0,Linux rtnetlink/sysfs plus HWDB/network inventory,Baseline DCS,All states,Network health,No,Read-Only,10000,On-Change
Host,CurrentUtc,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.CurrentUtc,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,Linux clock,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,UnixTimeNs,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.UnixTimeNs,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,Linux clock,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,UptimeSeconds,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.UptimeSeconds,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,Linux /proc/uptime,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,BootId,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.BootId,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,Linux /proc/sys/kernel/random/boot_id,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,BootTime,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.BootTime,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,CurrentUtc - UptimeSeconds,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,KernelRelease,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.KernelRelease,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,uname,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,OperatingSystemVersion,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.OperatingSystemVersion,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,/etc/os-release,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,RootFilesystemBuildId,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.RootFilesystemBuildId,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,release manifest,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,ActiveBootSlot,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.ActiveBootSlot,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,boot-state service/U-Boot env,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,BootMarkedGood,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.BootMarkedGood,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,daphne-boot-ok.service,Baseline DCS,All states,Host health,No,Read-Only,10000,On-Change
Host,LastResetReason,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.LastResetReason,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,kernel/PMU/boot evidence,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,WatchdogHealthy,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.WatchdogHealthy,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,watchdog/sysfs,Baseline DCS,All states,Host health,No,Read-Only,10000,On-Change
Host,NtpSynchronized,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.NtpSynchronized,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,timesync service,Baseline DCS,All states,Host health,No,Read-Only,10000,On-Change
Host,NtpOffsetMilliseconds,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.NtpOffsetMilliseconds,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,timesync service,Baseline DCS,All states,Host health,No,Read-Only,10000,On-Change
Host,TimeSource,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.TimeSource,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,timesync service,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,CpuLoad1Minute,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.CpuLoad1Minute,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,/proc/loadavg,Baseline DCS,All states,Host health,No,Read-Only,10000,On-Change
Host,MemoryAvailableBytes,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.MemoryAvailableBytes,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,/proc/meminfo,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,RootFilesystemFreeBytes,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.RootFilesystemFreeBytes,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,statvfs,Baseline DCS,All states,Host health,No,Read-Only,60000,On-Change
Host,RootFilesystemReadOnly,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Host.RootFilesystemReadOnly,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,mount state,Baseline DCS,All states,Host health,No,Read-Only,10000,On-Change
Services,Active,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Services.{Service}.Active,CURRENT PROTOBUF,Slow Controls,Read-only; service recovery owned by PDS operations,per required service; see Instance Sets,SlowControlStatusResponse.ServiceStatus / systemd,Baseline DCS,All states,Service fault,Readiness,Read-Only,5000,On-Change
Services,State,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Services.{Service}.State,CURRENT PROTOBUF,Slow Controls,Read-only; service recovery owned by PDS operations,per required service; see Instance Sets,SlowControlStatusResponse.ServiceStatus / systemd,Baseline DCS,All states,Service fault,Readiness,Read-Only,5000,On-Change
Services,MainPid,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Services.{Service}.MainPid,REQUIRED PRODUCTION,Slow Controls,Read-only; service recovery owned by PDS operations,per required service; see Instance Sets,SlowControlStatusResponse.ServiceStatus / systemd,Baseline DCS,All states,Service fault,Readiness,Read-Only,5000,On-Change
Services,RestartCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Services.{Service}.RestartCount,REQUIRED PRODUCTION,Slow Controls,Read-only; service recovery owned by PDS operations,per required service; see Instance Sets,SlowControlStatusResponse.ServiceStatus / systemd,Baseline DCS,All states,Service fault,Readiness,Read-Only,5000,On-Change
Services,StartTime,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Services.{Service}.StartTime,REQUIRED PRODUCTION,Slow Controls,Read-only; service recovery owned by PDS operations,per required service; see Instance Sets,SlowControlStatusResponse.ServiceStatus / systemd,Baseline DCS,All states,Service fault,Readiness,Read-Only,5000,On-Change
Services,LastExitStatus,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Services.{Service}.LastExitStatus,REQUIRED PRODUCTION,Slow Controls,Read-only; service recovery owned by PDS operations,per required service; see Instance Sets,SlowControlStatusResponse.ServiceStatus / systemd,Baseline DCS,All states,Service fault,Readiness,Read-Only,5000,On-Change
OPC-UA Bridge,Heartbeat,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.Heartbeat,CURRENT OPC-UA POC,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,1000,On-Change
OPC-UA Bridge,Version,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.Version,CURRENT OPC-UA POC,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,ConfigurationPath,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.ConfigurationPath,CURRENT OPC-UA POC,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,ConfigurationHash,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.ConfigurationHash,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,NamespaceVersion,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.NamespaceVersion,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,BoardCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.BoardCount,CURRENT OPC-UA POC,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,WorkerCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.WorkerCount,CURRENT OPC-UA POC,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,CertificateNotAfter,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.CertificateNotAfter,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,RejectedSessionCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.RejectedSessionCount,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,PollTimeoutCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.PollTimeoutCount,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,PollErrorCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.PollErrorCount,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,BackendProtocolVersion,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.BackendProtocolVersion,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,BackendCompatibilityState,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.BackendCompatibilityState,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,ActiveDaqSessionCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.ActiveDaqSessionCount,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,ActiveSlowControlsSessionCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.ActiveSlowControlsSessionCount,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,UnauthorizedMethodCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.UnauthorizedMethodCount,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,CommandQueueDepth,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.CommandQueueDepth,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
OPC-UA Bridge,TranslationErrorCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Bridge.TranslationErrorCount,REQUIRED PRODUCTION,PDS OPC-UA gateway service,Neutral PDS gateway deployment shared by DAQ and SC,one per bridge shard,NP04 bridge for current fields; production shared-gateway contract otherwise,Baseline DCS,All states,Bridge health,No,Read-Only,30000,On-Change
Firmware,Loaded,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.Loaded,CURRENT PROTOBUF,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,SlowControlStatusResponse.FirmwareStatus.loaded,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,5000,On-Change
Firmware,FpgaManagerState,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.FpgaManagerState,CURRENT PROTOBUF,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,FirmwareStatus.fpga_manager_state,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,30000,On-Change
Firmware,OverlayName,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.OverlayName,CURRENT PROTOBUF,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,FirmwareStatus.overlay_name,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,30000,On-Change
Firmware,BuildId,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.BuildId,CURRENT PROTOBUF,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,FirmwareStatus.build_id,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,30000,On-Change
Firmware,GitCommit,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.GitCommit,LOCAL READABLE,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,FpgaRegDict.GIT,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,30000,On-Change
Firmware,ExpectedBuildId,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.ExpectedBuildId,REQUIRED PRODUCTION,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,release manifest,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,30000,On-Change
Firmware,BuildMatchesExpected,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.BuildMatchesExpected,REQUIRED PRODUCTION,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,derived comparison,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,5000,On-Change
Firmware,RegisterMapVersionMatches,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.RegisterMapVersionMatches,REQUIRED PRODUCTION,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,idVersion + server manifest,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,5000,On-Change
Firmware,PlI2cDevicePresent,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.PlI2cDevicePresent,CURRENT PROTOBUF,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,FirmwareStatus.pl_devices_present / preflight,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,5000,On-Change
Firmware,PlSpiDevicePresent,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.PlSpiDevicePresent,CURRENT PROTOBUF,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,FirmwareStatus.pl_devices_present / preflight,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,5000,On-Change
Firmware,ActiveXmutilApplication,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.ActiveXmutilApplication,LOCAL READABLE,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,xmutil listapps,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,30000,On-Change
Firmware,FirmwareUpdateState,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.FirmwareUpdateState,REQUIRED PRODUCTION,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,firmware update contract,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,30000,On-Change
Firmware,FirmwarePathAvailable,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.FirmwarePathAvailable,REQUIRED PRODUCTION,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,firmware update contract,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,5000,On-Change
Firmware,FirmwareArtifactSha256,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.FirmwareArtifactSha256,REQUIRED PRODUCTION,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,release/deployment manifest,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,30000,On-Change
Firmware,ServerVersion,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.ServerVersion,REQUIRED PRODUCTION,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,board service build metadata,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,30000,On-Change
Firmware,ProtobufSchemaVersion,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.ProtobufSchemaVersion,REQUIRED PRODUCTION,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,board service build metadata,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,30000,On-Change
Firmware,GatewareHeartbeat,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.GatewareHeartbeat,REQUIRED PRODUCTION,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,required gateware health block,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,30000,On-Change
Firmware,GatewareFatalFaultLatched,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.GatewareFatalFaultLatched,REQUIRED PRODUCTION,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,required gateware health block,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,5000,On-Change
Firmware,GatewareResetReason,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.GatewareResetReason,REQUIRED PRODUCTION,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,required gateware health block,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,30000,On-Change
Firmware,ConfigurationReady,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Firmware.ConfigurationReady,REQUIRED PRODUCTION,Slow Controls,Read-only; updates are expert maintenance,one per DAPHNE board,analog-control contract,Baseline DCS,All states,Firmware readiness,Readiness,Read-Only,5000,On-Change
RPU,Available,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.Available,CURRENT PROTOBUF,Slow Controls,Read-only; RPU owns safety-critical AFE sequencing,one per DAPHNE board,SlowControlStatusResponse.RpuStatus / RPU wire status,Baseline DCS,All states,Control-path fault,Context,Read-Only,1000,On-Change
RPU,Running,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.Running,CURRENT PROTOBUF,Slow Controls,Read-only; RPU owns safety-critical AFE sequencing,one per DAPHNE board,SlowControlStatusResponse.RpuStatus / RPU wire status,Baseline DCS,All states,Control-path fault,Yes,Read-Only,1000,On-Change
RPU,Firmware,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.Firmware,CURRENT PROTOBUF,Slow Controls,Read-only; RPU owns safety-critical AFE sequencing,one per DAPHNE board,SlowControlStatusResponse.RpuStatus / RPU wire status,Baseline DCS,All states,Control-path fault,Context,Read-Only,1000,On-Change
RPU,Heartbeat,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.Heartbeat,CURRENT PROTOBUF,Slow Controls,Read-only; RPU owns safety-critical AFE sequencing,one per DAPHNE board,SlowControlStatusResponse.RpuStatus / RPU wire status,Baseline DCS,All states,Control-path fault,Yes,Read-Only,1000,On-Change
RPU,LastFault,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.LastFault,CURRENT PROTOBUF,Slow Controls,Read-only; RPU owns safety-critical AFE sequencing,one per DAPHNE board,SlowControlStatusResponse.RpuStatus / RPU wire status,Baseline DCS,All states,Control-path fault,Context,Read-Only,1000,On-Change
RPU,AbiVersion,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.AbiVersion,REQUIRED PRODUCTION,Slow Controls,Read-only; RPU owns safety-critical AFE sequencing,one per DAPHNE board,SlowControlStatusResponse.RpuStatus / RPU wire status,Baseline DCS,All states,Control-path fault,Context,Read-Only,1000,On-Change
RPU,InterlockReady,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.InterlockReady,REQUIRED PRODUCTION,Slow Controls,Read-only; RPU owns safety-critical AFE sequencing,one per DAPHNE board,SlowControlStatusResponse.RpuStatus / RPU wire status,Baseline DCS,All states,Control-path fault,Yes,Read-Only,1000,On-Change
RPU,FaultCode,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.FaultCode,REQUIRED PRODUCTION,Slow Controls,Read-only; RPU owns safety-critical AFE sequencing,one per DAPHNE board,SlowControlStatusResponse.RpuStatus / RPU wire status,Baseline DCS,All states,Control-path fault,Yes,Read-Only,1000,On-Change
RPU,CommandQueueDepth,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.CommandQueueDepth,REQUIRED PRODUCTION,Slow Controls,Read-only; RPU owns safety-critical AFE sequencing,one per DAPHNE board,SlowControlStatusResponse.RpuStatus / RPU wire status,Baseline DCS,All states,Control-path fault,Context,Read-Only,1000,On-Change
RPU,LastReplySequence,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.RPU.LastReplySequence,REQUIRED PRODUCTION,Slow Controls,Read-only; RPU owns safety-critical AFE sequencing,one per DAPHNE board,SlowControlStatusResponse.RpuStatus / RPU wire status,Baseline DCS,All states,Control-path fault,Context,Read-Only,1000,On-Change
I2C Bus,Present,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Present,CURRENT PROTOBUF,Slow Controls,Read-only; one serialized hardware owner,per I2C bus; expected buses 1 and 2,SlowControlStatusResponse.I2CBusStatus plus required metrics,Baseline DCS,All states,I2C health,Readiness,Read-Only,5000,On-Change
I2C Bus,Path,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Path,CURRENT PROTOBUF,Slow Controls,Read-only; one serialized hardware owner,per I2C bus; expected buses 1 and 2,SlowControlStatusResponse.I2CBusStatus plus required metrics,Baseline DCS,All states,I2C health,Readiness,Read-Only,5000,On-Change
I2C Bus,Functional,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Functional,REQUIRED PRODUCTION,Slow Controls,Read-only; one serialized hardware owner,per I2C bus; expected buses 1 and 2,SlowControlStatusResponse.I2CBusStatus plus required metrics,Baseline DCS,All states,I2C health,Readiness,Read-Only,5000,On-Change
I2C Bus,Owner,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Owner,REQUIRED PRODUCTION,Slow Controls,Read-only; one serialized hardware owner,per I2C bus; expected buses 1 and 2,SlowControlStatusResponse.I2CBusStatus plus required metrics,Baseline DCS,All states,I2C health,Readiness,Read-Only,5000,On-Change
I2C Bus,Busy,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Busy,REQUIRED PRODUCTION,Slow Controls,Read-only; one serialized hardware owner,per I2C bus; expected buses 1 and 2,SlowControlStatusResponse.I2CBusStatus plus required metrics,Baseline DCS,All states,I2C health,Readiness,Read-Only,5000,On-Change
I2C Bus,LastSuccess,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.LastSuccess,REQUIRED PRODUCTION,Slow Controls,Read-only; one serialized hardware owner,per I2C bus; expected buses 1 and 2,SlowControlStatusResponse.I2CBusStatus plus required metrics,Baseline DCS,All states,I2C health,Readiness,Read-Only,5000,On-Change
